649,5004,7,橋樑工人德米崔
650,5005,7,橋樑工人傑斯
651,5006,7,橋樑工人丹尼爾
652,5007,7,橋樑工人馬泰
653,5008,7,橋樑工人亞曆克斯
656,2363,7,維爾德·薊草
657,2347,7,迪菲亞海賊
658,1362,7,斯登·粗臂
659,589,1,艾伯格蘭德
660,4581,7,血頂巫醫
661,4338,7,喬納森·卡爾文
663,2027,7,卡洛爾
664,221,7,班傑明·卡爾文
667,4632,7,劈顱戰士
669,4628,7,劈顱獵人
670,4627,7,劈顱巫醫
671,4580,7,血頂獵頭者
672,4621,7,劈顱逐靈者
674,7202,7,風險投資公司露天礦工
675,7196,7,風險投資公司工頭
676,7203,7,風險投資公司勘測員
677,7204,7,風險投資公司技工
678,416,7,莫什奧格虐待者
679,536,7,莫什奧格薩滿
680,11569,7,莫什奧格領主
681,598,1,小荊棘谷猛虎
682,320,1,荊棘谷猛虎
683,2437,1,小獵豹
684,633,1,深喉獵豹
685,788,1,荊棘谷迅猛龍
686,788,1,鞭尾迅猛龍
687,11317,1,叢林潛獵者
688,12344,1,石喉蜥蜴
689,601,1,晶背蜥蜴
690,8797,1,冷眼蜥蜴
691,5561,4,次級水元素
694,4572,7,血頂擲斧者
696,4622,7,劈顱擲斧者
697,4573,7,血頂薩滿
698,320,1,血頂猛虎
699,4576,7,血頂獸王
701,4577,7,血頂秘術使
702,4571,7,血頂食腐者
703,33222,7,范高雷將軍
704,11416,1,蓬毛森林狼
705,855,1,蓬毛幼狼
706,27502,7,小霜鬃食人妖
707,606,7,石齶穴居怪
708,607,1,小型峭壁野豬
709,655,7,莫什奧格好戰者
710,6704,7,莫什奧格法師
711,33963,7,阿爾多·泥爪
712,489,7,赤脊山痛擊者
713,1355,7,巴爾林·霜錘
714,1363,7,塔林·銳眼
715,1410,7,小赫米特·奈辛瓦里
716,1413,7,巴尼爾·石罐
717,1658,7,艾耶克·羅歐克
718,1659,7,艾爾加丁爵士
721,328,8,兔子
723,11568,7,莫什奧格屠夫
724,160,7,壯實的石齶穴居怪
727,1598,7,鐵爐堡巡山人
728,613,1,巴爾瑟拉
729,471,1,辛達爾
730,8472,1,泰希斯
731,616,1,虎王邦加拉西
732,983,7,魚人潛伏者
733,4393,7,尤瓦中士
734,4398,7,布魯斯下士
735,527,7,魚人士兵
736,599,1,黑豹
737,7163,7,科博克
738,4664,7,士兵托爾森
739,4392,7,尼麥茲修士
740,9582,2,年輕的幼龍
741,621,2,睡夢中的幼龍
742,7863,2,綠色龍人
743,7974,2,龍人夢行者
744,7903,2,綠色逆鱗龍人
745,7976,2,逆鱗龍人隊長
746,625,2,刃鱗龍人長者
747,506,7,沼澤魚人
750,1995,7,沼澤噴墨魚人
751,391,7,沼澤食腐魚人
752,386,7,沼澤魚人神諭者
754,4660,7,反抗軍警備兵
755,628,7,失落泥濘者
756,633,1,劈顱黑豹
757,152,7,失落者漁夫
759,152,7,失落者獵人
760,628,7,失落定居者
761,4688,7,失落者先知
762,4688,7,失落尋隙者
763,18620,7,失落者酋長
764,2024,4,沼澤漫步者
765,9012,4,沼澤漫步者長老
766,697,4,糾纏恐獸
767,632,1,沼澤虎
768,633,1,暗影黑豹
769,336,1,死亡狼蛛
770,4396,7,卡雷布下士
771,7848,6,指揮官菲斯托姆
772,614,1,荊棘谷雌虎
773,7164,7,克拉茲克
775,4460,7,庫爾森的密探
777,3366,7,艾米·達文波特
780,4616,7,劈顱秘術使
781,4635,7,劈顱獵頭者
782,4625,7,劈顱斥候
783,4623,7,劈顱狂戰士
784,4624,7,劈顱獸王
785,612,6,骷髏護衛
786,1354,7,格瑞林·白鬚
787,7555,6,骷髏醫者
789,3369,7,金伯利·海特
790,3363,7,凱倫·泰勒
791,3368,7,林塞·阿什洛克
793,3356,7,卡拉·亞當斯
794,338,7,瑪特
795,338,7,馬克
796,221,7,喬舒
797,338,7,布林
798,221,7,所羅門
799,338,7,凱文
800,338,7,凱雷
801,262,7,艾瑞克
802,221,7,杰
804,257,7,丹納
805,262,7,卡梅倫
806,338,7,約翰
807,252,7,麗莎
808,27505,7,冷酷的格瑞克尼爾
810,338,7,亞倫
811,221,7,喬斯
812,1745,7,奧瑪·詹洛斯
813,637,7,庫爾森上校
814,4455,7,瑪爾蘇斯中士
815,4451,7,書呆子赫洛德
818,11546,7,麥佐斯
819,3916,3,伊爾加拉的僕從
820,2374,7,斥候瑞爾
821,2372,7,丹努文隊長
822,1006,1,小森林熊
823,2072,7,維里中士
824,2441,7,迪菲亞掘地工
826,2389,7,守夜人詹恩
827,2395,7,守夜人摩卡斯基
828,2397,7,守夜人皮塔斯
829,3388,7,艾德林·怒流
830,342,1,沙行蟹
831,979,1,海行蟹
832,32808,4,無縛的颶風
833,161,1,山狗首領
834,643,1,山狗
836,3406,7,德南·弗卡特
837,3401,7,布蘭斯托克·卡德爾
840,2380,7,守夜人巴庫斯
842,308,7,伐木工
843,3260,7,吉娜·馬克格里高
844,4416,7,安東尼奧·皮雷利
846,646,6,腐爛的食屍鬼
847,338,7,納森
848,257,7,麥迪森
849,252,7,瑞吉兒
850,257,7,伊倫
851,344,7,漢娜
852,647,0,野性幽魂
853,1598,7,寒脊山巡山人
854,615,1,幼年叢林潛獵者
855,180,1,幼年荊棘谷迅猛龍
856,2571,1,幼年鞭尾迅猛龍
857,15114,7,杜納爾·奧斯古
858,2543,1,悲傷紡織者
859,3453,7,守衛伯爾頓
861,4497,7,斯通納德斥候
862,4495,7,斯通納德探險者
863,4499,7,斯通納德獵人
864,4501,7,斯通納德獸人
865,4506,7,斯通納德尋路者
866,4503,7,斯通納德蠻兵
867,4508,7,斯通納德製圖師
868,4551,7,斯通納德薩滿
869,2366,7,保衛者朵拉娜
870,2365,7,保衛者德尼
871,506,7,鹽鱗戰士
873,11293,7,鹽鱗神諭者
874,2369,7,保衛者科瑞羅
875,391,7,鹽鱗潮汐領主
876,2370,7,保衛者雷克
877,4920,7,鹽鱗強奪者
878,2373,7,斥候加里安
879,1079,7,鹽鱗獵人
880,3322,7,埃爾蘭·杜德摩爾
881,3321,7,蘇倫娜·凱爾東
883,347,8,鹿
885,2392,7,守夜人凱勒
886,2387,7,守夜人哈丁
887,2390,7,守夜人喬丹
888,2384,7,守夜人道茨
889,1045,7,裂拳巨魔
890,654,8,幼鹿
891,326,7,裂拳控火者
892,11567,7,裂拳監工
893,4329,7,拉爾斯
894,3332,7,霍莫爾·斯通菲爾德
895,3395,7,索加斯·格瑞姆森
896,3339,7,維爾丹·萊弗特
898,33672,7,夜行狼人
900,5009,7,拜里弗·科納徹爾
903,3446,7,守衛豪維
905,705,1,利齒狂魚
906,3271,7,瑪克西米利安·克洛文
907,15115,7,克拉斯·狼心
908,4488,7,芙羅拉·希沃溫德
909,4279,7,迪菲亞夜賊
910,4281,7,迪菲亞附魔師
911,3343,7,萊恩·拜舍爾
912,3399,7,斯蘭·庫爾曼
913,1300,7,里瑞亞·杜拉克
914,1504,7,安得爾·傑曼
915,3351,7,喬里克·克里丹
916,3407,7,索姆·哈格林
917,1297,7,科瑞恩·塞爾留斯
918,1507,7,『夜行者』奧斯伯
920,33577,7,夜行墮落狼人
921,7198,7,風險投資公司伐木工
922,9571,1,淤泥蟹
923,246,1,小黑色劫毀者
925,3346,7,薩繆爾修士
926,3393,7,布羅莫斯·格魯諾爾
927,1299,7,維爾海姆修士
928,1499,7,格雷森·破影者領主
930,368,1,小型黑寡婦蜘蛛
931,3364,7,艾蕾娜·風暴之羽
932,3384,7,守衛阿什洛克
933,3450,7,守衛海特
934,3455,7,守衛克拉克
935,3447,7,守衛皮爾斯
936,3641,7,守衛亞當斯
937,4443,7,庫爾森叢林戰士
938,4439,7,庫爾森特種兵
939,4446,7,庫爾森精英
940,4436,7,庫爾森咒醫
941,4444,7,庫爾森精神醫師
942,4450,7,庫爾森巫醫
943,4438,7,庫爾森馴獸師
944,10216,7,瑪瑞克·斯托納爾
945,3391,7,雷布萊德·寒椅
946,27492,7,霜鬃食人妖新兵
947,37623,7,沉默的羅恩
948,137,6,腐爛者
949,545,1,食腐獨行蛛
950,5243,7,沼澤空談者
951,3253,7,帕克斯頓修士
952,3317,7,尼爾斯修士
954,1842,7,凱特·薩普森
955,3338,7,德·維里斯中士
956,3353,7,多林·桑布雷德
957,3354,7,丹恩·林德雷
958,3347,7,唐恩·亮星
959,5012,7,莫雷·艾伯雷恩
960,4336,7,岡德爾·索恩布希
963,3279,7,瑞尼爾副隊長
976,320,1,庫爾森戰虎
977,599,1,庫爾森戰豹
978,4459,7,庫爾森副首領
979,4454,7,庫爾森暗影獵手
980,4562,7,格瑞穆納爾
981,4561,7,哈塔什
982,4563,7,索爾塔什
983,4564,7,蘇塔佐爾
984,4565,7,薩羅斯
985,4556,7,馬爾羅什
986,4552,7,哈洛姆
987,4560,7,歐格魯姆
988,4567,7,卡托什
989,4559,7,巴納拉許
999,2398,7,守夜人羅伊斯
1000,2381,7,守夜人布洛伯格
1001,2388,7,守夜人哈金斯
1007,3199,7,蘚皮豺狼人
1008,355,7,混血蘚皮豺狼人
1009,3197,7,蘚皮織霧者
1010,714,7,蘚皮沼地行者
1011,8598,7,蘚皮陷捕者
1012,3196,7,蘚皮蠻卒
1013,714,7,蘚皮秘法師
1014,543,7,蘚皮突擊隊員
1015,670,1,高地迅猛龍
1016,2571,1,高地鞭尾龍
1017,649,1,高地鐮爪龍
1018,180,1,高地刺喉龍
1019,788,1,老刺喉龍
1020,960,1,雜斑迅猛龍
1021,677,1,雜斑尖嘯龍
1022,648,1,雜斑鐮爪龍
1023,949,1,雜斑刺喉龍
1024,486,7,藍鰓魚人
1025,983,7,藍鰓污水魚人
1026,1305,7,藍鰓強奪者
1027,506,7,藍鰓戰士
1028,1079,7,藍鰓泥漿魚人
1029,486,7,藍鰓神諭者
1030,360,10,黑色泥漿怪
1031,11138,10,紅色軟泥怪
1032,767,10,黑色軟泥怪
1033,11139,10,殘忍的軟泥怪
1034,34224,7,龍喉劫掠者
1035,34229,7,龍喉沼澤行者
1036,34225,7,龍喉百夫長
1037,4912,7,龍喉軍官
1038,34228,7,龍喉暗衛
1039,713,4,沼地定居者
1040,2023,4,沼地蠕行者
1041,2024,4,沼地領主
1042,9583,2,紅色幼龍
1043,956,2,迷路的幼龍
1044,8712,2,噴火幼龍
1045,363,2,紅色龍裔
1046,8312,2,紅色龍人
1047,8313,2,紅色逆鱗龍人
1048,716,2,逆鱗龍人副官
1049,8314,2,烈焰龍人
1050,8315,2,逆鱗皇家衛士
1051,825,7,黑鐵矮人
1052,3490,7,黑鐵破壞者
1053,3488,7,黑鐵隧道工
1054,3487,7,黑鐵爆破兵
1057,34223,7,龍喉骸骨護衛
1059,4634,7,殘忍的安納希克
1060,4633,7,不死的莫格
1061,4582,7,甘祖拉恩
1062,4584,7,可怕的奈茲里奧克
1063,7975,2,玉龍
1064,4368,7,格羅姆高蠻兵
1065,204,7,河爪薩滿
1068,2740,7,高恩
1069,505,2,赤紅幼龍
1070,2151,7,菲爾頓副隊長
1071,1671,7,布萊德·長鬚
1072,1673,7,羅戈·哈巴隆
1073,1672,7,阿胥蘭·暗石
1074,1675,7,莫特雷·加瑪森
1075,1676,7,拉格·加瑪森
1076,1401,7,麥琳·石紋
1077,1399,7,勘察員維爾加
1078,1402,7,奧莫爾·鐵衣
1081,9010,4,泥沼之王
1082,807,1,尖齒鱷魚
1083,1305,7,魚人巡灘者
1084,814,1,小尖齒鱷魚
1085,698,1,老年荊棘谷猛虎
1087,815,1,尖齒鉗嘴鱷
1088,699,1,巨型淤泥蟹
1089,1628,7,巡山人庫伯弗林特
1090,1629,7,巡山人沃爾班
1091,1625,7,巡山人格拉維戈
1092,1630,7,拉格弗斯上尉
1093,1685,7,首席工程師辛德維爾七世
1094,7201,7,風險投資公司礦工
1095,7205,7,風險投資公司經理
1096,7197,7,風險投資公司地質學家
1097,7200,7,風險投資公司技師
1098,2394,7,守夜人摩蘭特
1099,2386,7,守夜人吉爾文
1100,2400,7,守夜人塞金
1101,2401,7,守夜人薩耶爾
1103,1290,7,艾爾丁
1104,3397,7,葛蘭德爾·哈金
1105,1572,7,吉恩·角盔
1106,18349,7,失落者廚師
1108,843,1,迷霧谷猩猩
1109,2305,1,碎屍鳥
1110,734,6,骷髏劫掠者
1111,711,1,吸血潛獵者
1112,283,1,吸血寡婦
1114,845,1,叢林大猩猩
1115,726,7,石齶擊顱者
1116,726,7,石齶伏擊者
1117,6530,7,石齶斷骨者
1118,723,7,石齶碎脊者
1119,11165,7,錘脊者
1120,27500,7,霜鬃食人妖
1121,27498,7,霜鬃雪行者
1122,27490,7,霜鬃剝皮者
1123,27464,7,霜鬃獵頭者
1124,27496,7,霜鬃暗影施法者
1125,607,1,峭壁野豬
1126,381,1,大峭壁野豬
1127,744,1,老峭壁野豬
1128,8843,1,小黑熊
1129,719,1,黑熊
1130,913,1,遊蕩的冰爪熊
1131,785,1,冬狼
1132,10278,1,狂暴的冬狼
1133,11416,1,飢餓的冬狼
1134,929,7,小雪怪
1135,950,7,雪怪
1137,13990,7,飢餓的雪怪
1138,604,1,雪地搜蹤狼
1139,1597,7,鎮長埃羅恩·鈍鼻
1140,11316,1,刺喉龍族母
1141,5073,7,安古斯·斯特恩
1142,11567,7,莫什奧格蠻卒
1144,610,7,莫什奧格巫醫
1146,4389,7,維哈爾
1147,4371,7,哈格蘭
1148,4377,7,耐里斯特
1149,4388,7,尤索克
1150,1039,1,淡水鱷
1151,2548,1,海鱷
1152,833,1,鉗嘴鱷魚
1153,1656,7,托瑞恩·方頷
1154,1596,7,馬雷克·鐵心
1155,1618,7,科爾特·托馬森
1156,19826,7,維林·疾風
1157,3505,6,被詛咒的水手
1158,11372,6,被詛咒的水兵
1159,3512,6,大副斯涅利格
1160,3494,6,哈林多爾船長
1161,765,7,石裂穴居怪
1162,764,7,石裂斥候
1163,160,7,石裂擊顱者
1164,6529,7,石裂斷骨者
1165,160,7,石裂地卜師
1166,764,7,石裂先知
1167,722,7,石裂掘地工
1169,3456,7,黑鐵叛軍
1172,10913,7,坑道鼠惡黨
1173,365,7,坑道鼠斥候
1174,163,7,坑道鼠地卜師
1175,373,7,坑道鼠掘地工
1176,10912,7,坑道鼠強奪官
1177,139,7,坑道鼠勘測員
1178,1122,7,莫格羅什巨魔
1179,6692,7,莫格羅什執行者
1180,14403,7,莫格羅什蠻卒
1181,1045,7,莫格羅什薩滿
1182,2070,7,安東修士
1183,1052,7,莫格羅什秘法師
1184,827,1,峭壁潛伏者
1185,520,1,林木潛伏者
1186,707,1,黑熊
1187,1356,7,年輕的達瑞爾
1188,762,1,灰斑黑熊
1189,762,1,黑熊族王
1190,704,1,山豬
1191,3027,1,癩皮山豬
1192,1208,1,老山豬
1193,1004,1,洛克湖狂魚
1194,410,1,山地禿鷲
1195,827,1,森林潛伏者
1196,8840,1,冰爪熊
1197,990,7,石裂薩滿
1198,5014,7,拉里克·費恩
1199,748,1,小雪豹
1200,4272,7,摩本特·費爾
1201,954,1,雪豹
1202,26,7,坑道鼠狗頭人
1203,2399,7,守夜人薩瑞斯
1204,2382,7,守夜人考文
1205,1194,7,格勞姆格
1206,721,7,納什爾
1207,721,7,布勞勒爾
1210,1054,7,卓克蘇爾
1211,6921,7,麻瘋地精
1212,5548,7,主教法席恩
1213,3278,7,高德瑞克·洛斯迦
1214,1821,7,奧德倫·科爾東
1215,3237,7,鍊金師瑪洛瑞
1216,9573,1,灘行蟹
1217,3460,7,戈羅林·鋼眉
1218,3269,7,草藥師博米洛伊
1222,870,7,黑鐵工兵
1224,867,1,幼年蛇頸龍
1225,21735,1,奧爾蘇迪
1226,3429,7,馬克薩恩·安沃爾
1227,14949,7,雷加爾·洛克尼爾
1228,10215,7,瑪濟斯·石衣
1229,3431,7,格蘭尼斯·快斧
1231,3558,7,格瑞夫
1232,1622,7,阿札爾·戰錘
1234,3436,7,霍格拉爾·巴坎
1236,373,7,狗頭人掘地工
1237,3418,7,卡杉·莫格什
1238,3420,7,迦米利·霜甲
1239,1699,7,大副菲茲莫斯
1240,3425,7,波蘭·鐵欄
1241,3422,7,托格努斯·燧火
1242,3461,7,卡爾·波蘭
1243,3412,7,海格納·重槍
1244,480,4,『綠色守衛者』雷希耶爾
1245,3513,7,考根·鍛石
1246,10635,7,沃薩·布雷薩爾
1247,3434,7,旅店老闆貝爾姆
1249,3337,7,軍需官哈德森
1250,3326,7,崔克·林格雷
1251,3190,7,裂拳好戰者
1252,1376,7,森內爾·白鬚
1253,1616,7,伽文神父
1254,1569,7,工頭喬尼·石眉
1255,1623,7,勘察員吉恩
1256,3423,7,礦場主管瑟斯丁
1257,1431,7,凱德雷克·布舍爾
1258,9562,1,巨型黑色劫毀者
1259,652,7,高布勒爾
1260,27504,7,霜鬃長老阿克提卡斯
1261,2790,7,維隆·凍石
1263,1981,7,亞爾林·凍石
1265,1651,7,魯德拉·凍石
1266,1683,7,圖德拉·馬克格拉恩
1267,1684,7,拉格納·雷酒
1268,3441,7,奧齊·電環
1269,3440,7,拉索·滑鏈
1270,559,6,惡臭的食屍鬼
1271,1050,7,老冰鬚
1273,3417,7,格勞恩·索姆溫
1274,1655,7,參議員巴林·紅石
1275,1444,7,凱拉·布舍爾
1276,1777,7,巡山人布洛克
1277,1784,7,巡山人加尼
1278,1804,7,巡山人斯特恩
1279,1783,7,巡山人弗林特
1280,1781,7,巡山人卓肯
1281,1812,7,巡山人札恩
1282,1809,7,巡山人維克
1283,1793,7,巡山人卡米爾
1284,32563,7,大主教本尼迪塔斯
1285,1434,7,薩爾曼·穆比
1286,1440,7,艾德娜·穆比
1287,1448,7,瑪爾達·維勒
